description,prix,code,marque,date
Yogourt au citron Original,2.48,20804213_EA,Astro,2019-06-28 22:30
Original Yogourt Balkan Sans Lactose Vanille 3,25% M.G.,2.48,21106101_EA,Astro,2019-06-28 22:30
Yogourt nature de style Balkan Original 2 %,2.48,20170533001_EA,Astro,2019-06-28 22:30
Yogourt à la lime de style Balkan Astro Original,2.48,20732834_EA,Astro,2019-06-28 22:30
Yogourt Original cerise 6 %,2.48,20944286_EA,Astro,2019-06-28 22:30
Yogourt Original crème aux bananes 6 %,2.48,20943890_EA,Astro,2019-06-28 22:30
Original Yogourt Balkan Sans Lactose Cerises 3,25% M.G.,2.48,21106103_EA,Astro,2019-06-28 22:30
Pruneaux 2.9% M.G. Yogourt Probiotique,650g,2.78,20325132002_EA,Danone,2019-06-28 22:30
Sans Lactose Vanille 2.9% M.G. Yogourt Probiotique,650g,2.78,20946086_EA,Danone,2019-06-28 22:30
Sans Lactose Fraises 2.9% M.G. Yogourt Probiotique,650g,2.78,20946085_EA,Danone,2019-06-28 22:30
Citron 2.9% Yogourt Probiotique,650g,2.78,20608416001_EA,Danone,2019-06-28 22:30
PURE Nature 3.2% M.G. Yogourt Probiotique,650G,2.78,21043151001_EA,Danone,2019-06-28 22:30
PURE Nature Sucré 3.2% M.G. Yogourt Probiotique,650g,2.78,20325132004_EA,Danone,2019-06-28 22:30
Cerises 2.9% M.G. Yogourt Probiotique,650g,2.78,20608416002_EA,Danone,2019-06-28 22:30
Vanille 2.9% M.G. Yogourt Probiotique,650g,2.78,20325132003_EA,Danone,2019-06-28 22:30
Fraises 2.9% M.G. Yogourt Probiotique,650g,2.78,20325132001_EA,Danone,2019-06-28 22:30
Framboises 2.9% M.G. Yogourt Probiotique,650g,2.78,20325132005_EA,Danone,2019-06-28 22:30
Sans Gras Vanille 0% M.G. Yogourt Probiotique,650g,2.78,20325132006_EA,Danone,2019-06-28 22:30
Yogourt halal, nature 0 %,2.88,20544362002_EA,Parmalat,2019-06-28 22:30
Yogourt halal nature 3 %,2.88,20343515_EA,Parmalat,2019-06-28 22:30
Yogourt nature 3 %,3.0,20180775002_EA,PC,2019-06-28 22:30
Yogourt sans lactose faible en gras, nature 2 %,3.0,20796737_EA,PC,2019-06-28 22:30
Yogourt à la vanille 1,5 %,3.28,20705470001_EA,IÖGO,2019-06-28 22:30
Yogourt aux fraises 1,5 %,3.28,20705470002_EA,IÖGO,2019-06-28 22:30
Yogourt aux fraises 0 %,3.28,20606603002_EA,IÖGO,2019-06-28 22:30
Yogourt à la vanille Probio,3.28,20609442001_EA,IÖGO,2019-06-28 22:30
Yogourt aux framboises 0 %,3.28,20606603006_EA,IÖGO,2019-06-28 22:30
Yogourt à la vanille, 0 %,3.28,20606603001_EA,IÖGO,2019-06-28 22:30
Yogourt, nature,3.29,20318659_EA,Yoplait,2019-06-28 22:30
Yogourt Méditerranée à la cerise 9 % m.g.,3.48,20788062001_EA,Liberté,2019-06-28 22:30
Sans Lactose Vanille 2.9% M.G. Yogourt Probiotique,8x100g,3.48,21005638_EA,Danone,2019-06-28 22:30
Fibres Vanille-Grains/Fruits du Verger-Grains 2.8% M.G. Yogourt Probiotique,8x100g,3.48,21043086_EA,Danone,2019-06-28 22:30
Vanille 2% M.G. Yogourt Grec,4x100g,3.48,20625055_EA,Danone,2019-06-28 22:30
Mocha Méditerranée,3.48,20811564_EA,Liberté,2019-06-28 22:30
yogourt lait noix coco van,3.98,21085141_EA,le Choix du Président,2019-06-28 22:30
yogrt lait noix coco bleuet,3.98,21085136_EA,le Choix du Président,2019-06-28 22:30
yogourt nat lait noix coco,3.98,21085135_EA,le Choix du Président,2019-06-28 22:30
Yogourt à boire aux fraises,1.0,20303862001_EA,Yoplait,2019-06-28 22:31
Yogourt à boire - Explosion Tropical,1.0,20303862004_EA,Yoplait,2019-06-28 22:31
Yogourt à boire aux fraises Nomad faible en gras,1.0,20801657001_EA,IÖGO,2019-06-28 22:31
Yogourt à boire à saveur de fraises et melons Nomad,1.0,20609444004_EA,IÖGO,2019-06-28 22:31
Yogourt à boire aux framboises,1.0,20303862002_EA,Yoplait,2019-06-28 22:31
Yogourt sans lactose à la vanille, 1,5 %,3.28,21043175002_EA,IÖGO,2019-06-28 22:31
Yogourt sans lactose à la fraise 1,5 %,3.28,21043175003_EA,IÖGO,2019-06-28 22:31
Yogourt à boire Minions fraise et banane,3.28,20903290001_EA,Yoplait,2019-06-28 22:31
Yogourt Minion fraise,3.28,20903290002_EA,Yoplait,2019-06-28 22:31
Yogourt à la vanille,3.78,20903653_EA,IÖGO,2019-06-28 22:31
Yogourt à boire Yop fraise,3.78,20904264001_EA,Yoplait,2019-06-28 22:31
Yogourt à boire aux framboises Nano,3.78,20609687002_EA,IÖGO,2019-06-28 22:31
Yogourt à boire 1,5 % à la banane,3.78,20609687003_EA,IÖGO,2019-06-28 22:31
Bleuets/Grenade-petits fruits 1.5% M.G. Yogourt probiotique à boire,8x93ml,3.88,20314836001_EA,Danone,2019-06-28 22:31
Fraises/Bleuets 1.5% M.G. Yogourt probiotique à boire,8x93ml,3.88,20318750001_EA,Danone,2019-06-28 22:31
Vanille 1.5% M.G. Yogourt probiotique à boire,8x93ml,3.88,20318750003_EA,Danone,2019-06-28 22:31
kéfir lait fermenté probiotique 1 % m.g. nature,4.28,20840914003_EA,PC,2019-06-28 22:31
Fruits tropicaux 3.25% M.G. Yogourt à boire,8x93ml,4.28,21043096_EA,Danone,2019-06-28 22:31
Fraises 3.25% M.G. Yogourt à boire,8x93ml,4.28,20316360001_EA,Danone,2019-06-28 22:31
Framboises 3.25% M.G. Yogourt à boire,8x93ml,4.28,20218126001_EA,Danone,2019-06-28 22:31
Kéfir à la vanille,4.28,20939815_EA,le Choix du Président,2019-06-28 22:31
Fraises- Bananes 3.25% M.G. Yogourt à boire,8x93ml,4.28,20316360002_EA,Danone,2019-06-28 22:31
Smoothie à la mangue,4.48,20903291001_EA,IÖGO,2019-06-28 22:31
Kéfir nature Biologique,4.48,20790365001_EA,Liberté,2019-06-28 22:31
Kéfir biologique fraise,4.98,20810199003_EA,Liberté,2019-06-28 22:31
Smoothie aux fruits C xtrême,4.98,20737448002_EA,Happy Planet,2019-06-28 22:31
Kéfir à la mangue,4.99,20804754_EA,Liberté,2019-06-28 22:31
Yogourt à boire fraise,5.48,20319513003_EA,Yoplait,2019-06-28 22:31
Yogourt � boire Yop vanille,5.48,21108032_EA,Yoplait,2019-06-28 22:31
Assortiment de YOP,9.0,20164312_C01,Yoplait,2019-06-28 22:31
Yogourt à boire aux fraises,11.99,20303862001_C12,Yoplait,2019-06-28 22:31
Yogourt en tube aux raisins et aux framboises,2.0,20301642003_EA,Yoplait,2019-06-28 22:31
Fromage frais Minigo Duo - framboises pêches vanille,2.0,20321615002_EA,Yoplait,2019-06-28 22:31
Fromage frais fraises, fraises-bananes, fraises-vanille,2.0,20275868001_EA,Yoplait,2019-06-28 22:31
Yogourt en tube aux cerises et aux fraises,2.0,20301642002_EA,Yoplait,2019-06-28 22:31
Fromage frais Minigo - fraises vanille bleuets,2.0,20275868002_EA,Yoplait,2019-06-28 22:31
Punch aux fruits et fraises-bananes,2.0,20301642004_EA,Yoplait,2019-06-28 22:31
Fromage frais Minigo Duo – bleuets, fraises, bananes,2.0,20321615001_EA,Yoplait,2019-06-28 22:31
Yogourt fraises ananas-mangues-bananes framboises,2.0,20275868003_EA,Yoplait,2019-06-28 22:31
Yogourt aux p�ches et aux mangues Nature�s,2.98,21183901_EA,Danone,2019-06-28 22:31
Yogourt aux cerises Nature�s,2.98,21183904_EA,Danone,2019-06-28 22:31
Yogourt aux framboises Nature�s,2.98,21183918_EA,Danone,2019-06-28 22:31
Veloufruits vanille framboise pêches,3.0,20306802_EA,Astro,2019-06-28 22:31
Yogourt à la vanille aux bleuets aux fraises aux framboises 0 %,3.0,20685574002_EA,sans nom,2019-06-28 22:31
Veloufruits fraises bleuets cerises,3.0,20309798_EA,Astro,2019-06-28 22:31
Yogourt à la vanille aux pêches aux fraises aux fruits des champs,3.0,20685574001_EA,sans nom,2019-06-28 22:31
Yogourt, fraise, vanille, framboise, fruits des champs et bleuet,3.0,20348806002_EA,Beatrice,2019-06-28 22:31
Yogourt fraises vanille framboises et fruits des champs,3.0,20348806001_EA,Beatrice,2019-06-28 22:31
Yogourt vanille et fraises,3.0,20974335_EA,Astro,2019-06-28 22:31
Yogourt sans lactose à la vanille, 1,5 %,3.28,21043175002_EA,IÖGO,2019-06-28 22:31
Yogourt sans lactose à la fraise 1,5 %,3.28,21043175003_EA,IÖGO,2019-06-28 22:31
Yogourt à boire Minions fraise et banane,3.28,20903290001_EA,Yoplait,2019-06-28 22:31
Yogourt à la vanille Probio,3.28,20609442001_EA,IÖGO,2019-06-28 22:31
Yogourt Minion fraise,3.28,20903290002_EA,Yoplait,2019-06-28 22:31
Créations Édition Limitée-Poire Caramélisée Yogourt Grec,4x95g,3.48,20945491_EA,Danone,2019-06-28 22:31
Fibres Vanille-Grains/Fruits du Verger-Grains 2.8% M.G. Yogourt Probiotique,8x100g,3.48,21043086_EA,Danone,2019-06-28 22:31
Sans Gras Bleuets/Cerises 0% M.G. Yogourt Probiotique,8x100g,3.48,20904792002_EA,Danone,2019-06-28 22:31
Vanille 2.9% M.G. Yogourt Probiotique,8x100g,3.48,20325384002_EA,Danone,2019-06-28 22:31
Créations Choco Framboises 4% M.G. Yogourt Grec,4x95g,3.48,20945949_EA,Danone,2019-06-28 22:31
Créations Citron meringue 4% M.G. Yogourt Grec,4x95g,3.48,20945864_EA,Danone,2019-06-28 22:31
Fraises/Framboises 2.9% M.G. Yogourt Probiotique,8x100g,3.48,20324741002_EA,Danone,2019-06-28 22:31
Mandarine Orange / Pamplemousse Rose 2.9% M.G. Yogourt Probiotique,8x100g,3.48,20975421_EA,Danone,2019-06-28 22:31
Yogourt à la vanille,3.78,20903653_EA,IÖGO,2019-06-28 22:31
Yogourt à boire Yop fraise,3.78,20904264001_EA,Yoplait,2019-06-28 22:31
Yogourt à boire aux framboises Nano,3.78,20609687002_EA,IÖGO,2019-06-28 22:31
Yogourt à boire 1,5 % à la banane,3.78,20609687003_EA,IÖGO,2019-06-28 22:31
Framboises/Fraises/Pêches 1.5% M.G. Yogourt,16x100g,3.88,20340442002_EA,Danone,2019-06-28 22:31
Fruits des champs/Vanille/Pêches 1.5% M.G. Yogourt,16x100g,3.88,20318746_EA,Danone,2019-06-28 22:31
Yogourt crémeux fraise vanille framboise banane,4.44,20699925002_EA,PC,2019-06-28 22:31
Emballage groupé de yogourts Soygo,5.28,20789334_EA,Yoso,2019-06-28 22:31
Yogourt crémeux, duo,5.68,20120316004_EA,Yoplait,2019-06-28 22:31
Assortiment de yogourts Source,5.68,20801675_EA,Yoplait,2019-06-28 22:31
Yogourt crémeux, assortiment,5.68,20120316001_EA,Yoplait,2019-06-28 22:31
Yogourt - fraises pêches fruits des champs framboises,5.68,20317317001_EA,Yoplait,2019-06-28 22:31
Emballage de yogourts Sélection Dessert - chocolat framboise parfait aux fraises crème caramel café latte,5.68,20310980003_EA,Yoplait,2019-06-28 22:31
Yogourt crémeux fraises bleuets framboises fraises,5.68,20120316002_EA,Yoplait,2019-06-28 22:31
Yogourt grec Superfruit,5.68,20310980002_EA,Yoplait,2019-06-28 22:31
Emballage de yogourt Sélection Dessert - parfait au citron meringué fraises et crème Chantilly croustade framboises-canneberges délice aux cerises,5.68,20310980001_EA,Yoplait,2019-06-28 22:31
Yogourt fraises/nectarines/bleuets/mûres,5.68,20317317002_EA,Yoplait,2019-06-28 22:31
Yogourt au lait de chèvre, fraise, 4,9 %,4.48,20913902002_EA,Riviera,2019-06-28 22:31
Yogourt à l’abricot biologique, 3,2 %,4.48,20915301002_EA,Riviera,2019-06-28 22:31
Yogurt biologique, figue 3,2 % M.G.,4.48,20915301001_EA,Riviera,2019-06-28 22:31
Yogourt grec à la vanille 0 %,3.48,20357382003_EA,PC,2019-06-28 22:31
Yogourt grec,3.48,20357382001_EA,PC,2019-06-28 22:31
Nature 2% M.G. Yogourt Grec,750g,3.88,21006885_EA,Danone,2019-06-28 22:31
Nature 0% M.G. Yogourt Grec,750g,3.88,21006634_EA,Danone,2019-06-28 22:31
Vanille 0% M.G. Yogourt Grec,750g,3.88,21006667_EA,Danone,2019-06-28 22:31
Nature 4% M.G. Yogourt Grec,750g,3.88,21006654_EA,Danone,2019-06-28 22:31
Yogourt grec nature,4.69,20774037001_EA,le Choix du Président,2019-06-28 22:31
Yogourt grec biologique à la vanille 0 %,5.68,20347978002_EA,Liberté,2019-06-28 22:31
Yogourt grec nature biologique 0 %,5.68,20790266002_EA,Liberté,2019-06-28 22:31
Yogourt grec à la vanille,5.98,20691438001_EA,PC,2019-06-28 22:31
yogourt grec 2 % m.g. à la vanille,5.98,21000750_EA,le Choix du Président,2019-06-28 22:31
Yogourt grec miel,5.98,20691438002_EA,PC,2019-06-28 22:31
yogourt grec 2 % m.g. nature,5.98,21000725_EA,le Choix du Président,2019-06-28 22:31
Yogourt grec nature, 5 %,6.0,20973375_EA,Liberté,2019-06-28 22:31
Yogourt grec nature 0 %,6.0,20642273_EA,Liberté,2019-06-28 22:31
Yogourt grec 2 %, vanille,6.0,20704361002_EA,Liberté,2019-06-28 22:31
Yogourt grec à la vanille sans lactose 0 %,6.0,20801190_EA,Liberté,2019-06-28 22:31
Yogourt grec nature 2 %,6.0,20704361001_EA,Liberté,2019-06-28 22:31
Yogourt grec citron,3.0,20830218002_EA,PC,2019-06-28 22:31
yogourt grec 0 % m.g. fraises au fond,3.0,20830628001_EA,PC,2019-06-28 22:31
Fraises 2% M.G. Yogourt Grec,4x100g,3.48,20419715001_EA,Danone,2019-06-28 22:31
Pêches-Mangues 0% M.G. Yogourt Grec,4x100g,3.48,20419715006_EA,Danone,2019-06-28 22:31
Édition Limitée - Pain d'épices 2% M.G. Yogourt Grec,4x100g,3.48,20903842002_EA,Danone,2019-06-28 22:31
Fruit de la passion 2% M.G. Yogourt Grec,4x100g,3.48,20903842001_EA,Danone,2019-06-28 22:31
Lime des Keys 2% M.G. Yogourt Grec,4x100g,3.48,20419715004_EA,Danone,2019-06-28 22:31
Vanille 2% M.G. Yogourt Grec,4x100g,3.48,20625055_EA,Danone,2019-06-28 22:31
Créations Choco Banane 4% M.G. Yogourt Grec,4x95g,3.48,21006800_EA,Danone,2019-06-28 22:31
Banane 2% M.G. Yogourt Grec,4x100g,3.48,21006595_EA,Danone,2019-06-28 22:31
Framboises-grenade 2% M.G. Yogourt Grec,4x100g,3.48,20419715005_EA,Danone,2019-06-28 22:31
Yogourt grec à saveur de framboise, 5 %,3.78,20801752001_EA,Liberté,2019-06-28 22:31
Yogourt grec - fraise 0 %,3.78,20786948_EA,Liberté,2019-06-28 22:31
Yogourt grec 0 % aux bleuets,3.78,20665622002_EA,Liberté,2019-06-28 22:31
Yogourt grec gousse de vanille 5 %,3.78,20801752003_EA,Liberté,2019-06-28 22:31
Œufs blancs, calibre gros,2.0,20821155001_EA,None,2019-06-28 22:31
Œufs blancs de catégorie à calibre gros,2.48,20812144001_EA,sans nom,2019-06-28 22:31
Œufs blancs de catgorie A calibre moyen,2.5,20813386001_EA,sans nom,2019-06-28 22:31
Poules en Liberté Calibre Gros 12 Œufs Blancs,3.0,21023768001_EA,None,2019-06-28 22:31
Œufs blancs de catgorie A calibre extra gros,3.0,20812726001_EA,sans nom,2019-06-28 22:31
Œufs blancs oméga-3 gros,3.0,20820360001_EA,None,2019-06-28 22:31
Œufs blancs calibre gros,3.5,20821157001_EA,None,2019-06-28 22:31
Œufs blancs calibre extra gros,3.5,20821361001_EA,None,2019-06-28 22:31
Organic Brown Eggs,3.59,20821510001_EA,None,2019-06-28 22:31
Œufs blancs calibre jumbo,3.75,20820359001_EA,None,2019-06-28 22:31
Calibre Gros Élevage Confort 12 Œufs Blancs,3.78,21024006001_EA,None,2019-06-28 22:31
Œufs bruns calibre gros,4.0,20821158001_EA,None,2019-06-28 22:31
Œufs blancs calibre gros format familial,4.0,20820660001_EA,None,2019-06-28 22:31
œufs oméga-3 pondus en liberté, calibre gros,5.5,20992723001_EA,le Choix du Président,2019-06-28 22:31
Free Run Brown Eggs,5.5,20820358001_EA,None,2019-06-28 22:31
Omega 3 White Eggs Large Family Pack,6.0,20819856001_EA,None,2019-06-28 22:31
œufs pondus en liberté,6.48,20813711001_EA,le Choix du Président,2019-06-28 22:31
Œufs gros,6.5,20821156001_EA,None,2019-06-28 22:31
Garniture fouettée,2.98,20017493_EA,sans nom,2019-06-28 22:31
Garniture fouettée légère,3.0,20326046002_EA,Kraft,2019-06-28 22:31
Garniture fouettée régulière,3.0,20326046001_EA,Kraft,2019-06-28 22:31
Véritable crème fouettée régulière,3.48,20048223001_EA,Gay Lea,2019-06-28 22:31
Crème fouettée, en aérosol,4.0,20160856_EA,None,2019-06-28 22:31
Croissants teneur réduite en gras,1.88,20305424001_EA,Pillsbury,2019-06-28 22:31
Pâte pour saucisses ordinaire,1.88,20305424002_EA,Pillsbury,2019-06-28 22:31
Goûters au Gâteau au Fromage à la Fraise,2.0,21019805_EA,Jell-O,2019-06-28 22:31
Goûters à la Gelée Bleuet,2.0,21019796_EA,Jell-O,2019-06-28 22:31
Goûters au Pouding Chocolat au Lait Onctueux,2.0,21019799_EA,Jell-O,2019-06-28 22:31
Fraise,2.0,21019795_EA,Jell-O,2019-06-28 22:31
Biscuit aux brisures de chocolat au lait en morceaux,2.48,20318034003_EA,Pillsbury,2019-06-28 22:31
Chocolat Pouding,4x100g,2.48,20799794004_EA,Danone,2019-06-28 22:31
Chaussons aux pommes,2.48,20121195001_EA,Pillsbury,2019-06-28 22:31
Brisures de chocolat, en morceaux,2.48,20318034001_EA,Pillsbury,2019-06-28 22:31
Vanille Pouding,4x100g,2.48,20799794001_EA,Danone,2019-06-28 22:31
Crème Brûlée Pouding,4x100g,2.48,20912239_EA,Danone,2019-06-28 22:31
Biscuit aux morceaux de chocolat en morceaux,2.48,20318034002_EA,Pillsbury,2019-06-28 22:31
Pouding au riz,3.0,20323829001_EA,Kozy Shack,2019-06-28 22:31
Pouding au chocolat,3.0,21019800_EA,Hershey’s,2019-06-28 22:31
Pouding aux S’Mores,3.0,21019806_EA,Hershey’s,2019-06-28 22:31
Pouding au riz sans sucre ajouté Simply Well,3.78,20321764003_EA,Kozy Shack,2019-06-28 22:31
Pouding au tapioca faible en gras,3.78,20321764001_EA,Kozy Shack,2019-06-28 22:31
Biscuits prêts à cuire, morceaux et brisures de chocolat,4.0,20301101003_EA,Pillsbury,2019-06-28 22:31
Brioches à la cannelle classiques Grands!,4.0,20301101001_EA,Pillsbury,2019-06-28 22:31
Pouding au riz original,4.78,20325154001_EA,Kozy Shack,2019-06-28 22:31
Pamplemousse Rouge Dans de l'Eau Légèrement Sucrée 8 Coupes x (1.52 L),9.0,20881075_C01,Del Monte,2019-06-28 22:31
Morceaux de Pêches Dans un Sirop Léger 8 Coupes x (1.52 L),9.0,20881171_C01,Del Monte,2019-06-28 22:31
Beurre au Citron et Fines Herbes,2.0,21048223_EA,Lactancia,2019-06-28 22:32
Beurre � l'ail et aux �pices,2.0,20106744_EA,Lactancia,2019-06-28 22:32
Beurre non salé,4.28,20316543002_EA,sans nom,2019-06-28 22:32
Demi-livre de beurre, salé,4.28,20316543001_EA,sans nom,2019-06-28 22:32
Beurre salé,4.28,20325029_EA,sans nom,2019-06-28 22:32
Beurre salé,4.99,20998894_EA,Natrel,2019-06-28 22:32
Beurre frais baratté non salé biologique,5.18,20319885001_EA,le Choix du Président,2019-06-28 22:32
Beurre frais baratté salé biologique,5.18,20319885002_EA,le Choix du Président,2019-06-28 22:32
Beurre sans lactose, salé,5.48,21048193_EA,Lactancia,2019-06-28 22:32
Beurre frais non salé quart,5.5,20313456001_EA,le Choix du Président,2019-06-28 22:32
Bâtonnets de beurre My Country non salé,6.0,20056675_EA,Lactancia,2019-06-28 22:32
Bâtonnets de beurre,6.0,20315960_EA,Lactancia,2019-06-28 22:32
Beurre Salé,6.0,20639926_EA,Lactancia,2019-06-28 22:32
Beurre non salé,6.0,20901681_EA,Natrel,2019-06-28 22:32
Bâtonnets de Beurre Salé 4 Bâtonnets de Beurre,6.0,21048044_EA,Lactancia,2019-06-28 22:32
Beurre de campagne baratté léger,6.0,20296112001_EA,Lactancia,2019-06-28 22:32
Beurre de campagne baratté non salé,6.0,20296112005_EA,Lactancia,2019-06-28 22:32
Lait homogénéisé,6.99,20296112003_EA,Lactancia,2019-06-28 22:32
Lait 2 %,6.99,20296112004_EA,Lactancia,2019-06-28 22:32
Margarine Celeb, non hydrog‚n‚e,2.0,20302492_EA,le Choix du Président,2019-06-28 22:32
Margarine Celeb légère,2.0,20300165_EA,le Choix du Président,2019-06-28 22:32
lactancia tartinade à l'ail,2.58,20544549_EA,Lactancia,2019-06-28 22:32
Margarine, molle,2.99,20186658_EA,sans nom,2019-06-28 22:32
Margarine de soja à 100 %,3.0,20053705_EA,Nestlé,2019-06-28 22:32
Margarine,3.0,20249802_EA,Olivina,2019-06-28 22:32
Tartinade traditionnelle,3.0,20218912_EA,Lactancia,2019-06-28 22:32
Margarine avec huile d’olive,3.48,20322707006_EA,Becel,2019-06-28 22:32
La margarine becel légée 1 lb,3.48,20322707003_EA,Becel,2019-06-28 22:32
Margarine originale, bâtonnets non salés,3.48,21088940_EA,Becel,2019-06-28 22:32
Margarine légère non hydrogénée,3.48,20299284_EA,le Choix du Président,2019-06-28 22:32
Margarine Celeb avec huile d’olive,3.48,20604430_EA,le Choix du Président,2019-06-28 22:32
La Margarine Becel Originale 2LB,3.48,20322707001_EA,Becel,2019-06-28 22:32
Margarine avec huile d’olive,3.88,20297818001_EA,Becel,2019-06-28 22:32
Margarine avec Huile d'Avocat,3.88,21044725_EA,Becel,2019-06-28 22:32
Margarine légère,3.88,20297818003_EA,Becel,2019-06-28 22:32
Margarine, go–t de beurre,3.88,20319512_EA,Becel,2019-06-28 22:32
La Margarine Becel Originale 2LB,3.88,20297818002_EA,Becel,2019-06-28 22:32
La Margarine Becel Sans Sel 2LB,3.88,20297818004_EA,Becel,2019-06-28 22:32
Margarine, molle,4.0,20162020_EA,sans nom,2019-06-28 22:32
Tartinade traditionnelle,4.0,20249479_EA,Lactancia,2019-06-28 22:32
Margarine contenant plastique,4.38,20054663_EA,Imperial,2019-06-28 22:32
Tartinade traditionnelle,4.97,20285368_EA,Lactancia,2019-06-28 22:32
Tartinade de style beurre classique,4.99,20323227_EA,Earth Balance,2019-06-28 22:32
Margarine sans gras trans 0 %,5.48,20069593_EA,Nestlé,2019-06-28 22:32
Margarine avec oméga 3 Attitude Santé,5.98,20249417001_EA,Lactancia,2019-06-28 22:32
Margarine Olivina,5.98,20281838001_EA,Lactancia,2019-06-28 22:32
Margarine Celeb originale,7.79,20094736_EA,le Choix du Président,2019-06-28 22:32
La Margarine Becel Originale,9.99,20023950_EA,Becel,2019-06-28 22:32
Margarine molle,9.99,20046397_EA,sans nom,2019-06-28 22:32
Margarine,10.99,20332305_EA,Becel,2019-06-28 22:32
Margarine Mirage,11.0,20162225_EA,None,2019-06-28 22:32
Jus de tomates,1.0,20565353_EA,sans nom,2019-06-28 22:32
Thé vert, gingembre et miel,1.0,21043739_EA,Arizona,2019-06-28 22:32
Thé glacé au citron,1.0,21043736_EA,Arizona,2019-06-28 22:32
Cristaux à l’orange Tang,1.98,20028785_EA,None,2019-06-28 22:32
aromatisant liquide pour eau au melon d'eau et à la fraise,2.78,21080963_EA,le Choix du Président,2019-06-28 22:32
aromatisant liquide pour eau au punch aux fruits,2.78,21080969_EA,le Choix du Président,2019-06-28 22:32
aromatisant liquide pour eau à la limonade,2.78,21080964_EA,le Choix du Président,2019-06-28 22:32
aromatisant liquide pour eau aux baies et à la grenade,2.78,21080966_EA,le Choix du Président,2019-06-28 22:32
Fraise orange et banane Cristal Léger sachets individuels,2.98,20308459002_EA,None,2019-06-28 22:32
Tang préparation pour boisson en concentré liquide, orange ananas,2.98,21021981_EA,Kraft,2019-06-28 22:32
Tang préparation pour boisson en concentré liquide, raisin,2.98,21021895_EA,Kraft,2019-06-28 22:32
Cristal Léger tangerine et pamplemousse,2.98,20320208_EA,None,2019-06-28 22:32
Sachets individuels à la framboise glacée Cristal Léger,2.98,20304756_EA,None,2019-06-28 22:32
Framboise et pêche avec fibres sachets individuels Cristal Léger,2.98,20308459001_EA,None,2019-06-28 22:32
Cristal Léger fraise orange et banane,2.98,20320931_EA,None,2019-06-28 22:32
Mélange à limonade liquide,2.98,20955707_EA,None,2019-06-28 22:32
Sachets individuels citron et limette Cristal Léger,2.98,20302952_EA,None,2019-06-28 22:32
Mélange à thé glacé au citron liquide,2.98,20955706_EA,None,2019-06-28 22:32
Mélange en poudre au chocolat 1/3 moins de sucre Nesquik,4.98,20139236002_EA,Nestlé,2019-06-28 22:32
Gatorade Frost Iceberg (Instantané) Mélange de boissons en cristaux,6.78,20336724001_EA,Gatorade,2019-06-28 22:32
Gatorade Citron-Lime (Instantané) Mélange de boissons en cristaux,6.78,20336724002_EA,Gatorade,2019-06-28 22:32
Mélange pour boisson à la pêche,7.48,20300697005_EA,sans nom,2019-06-28 22:32
Mélange pour boisson au punch aux fruits,7.98,20300697003_EA,sans nom,2019-06-28 22:32
Mélange pour boisson à l'orange,7.98,20300697001_EA,sans nom,2019-06-28 22:32
Cristaux pour boisson à la cerise,7.98,20300697002_EA,sans nom Format Club,2019-06-28 22:32
Nestlé Nesquik Mélange pour lait au chocolat,9.98,20865651_EA,Nestlé,2019-06-28 22:32
VitaCoco Eau de coco pure à 100 %,3.98,20332922_EA,Vitasoy,2019-06-28 22:32
Thé glacé à la limonade,1.48,21014162_EA,Minute Maid,2019-06-28 22:32
Thé glacé naturel au citron Nestea,1.48,20348331004_EA,None,2019-06-28 22:32
Boisson Peace Tea, Peach Party,1.48,21170681_EA,None,2019-06-28 22:32
Boisson framboise et kiwi Karma,1.48,20347440003_EA,Fruitopia,2019-06-28 22:32
Intuition Bleuet et Melon d’eau,1.48,20347440004_EA,Fruitopia,2019-06-28 22:32
Intégration de fruits,1.48,20347440002_EA,Fruitopia,2019-06-28 22:32
Boisson aux Vrais Fruits Punch aux Fruits,1.48,21013881_EA,Minute Maid,2019-06-28 22:32
Boisson, fraises et fruits de la passion,1.48,20347440001_EA,Fruitopia,2019-06-28 22:32
Boisson Peace Tea, Razzleberry,1.48,21170670_EA,None,2019-06-28 22:32
Limonade légère,1.48,20754661_EA,Minute Maid,2019-06-28 22:32
Jus de melon d'eau et pamplemousse,1.48,20956111_EA,Minute Maid,2019-06-28 22:32
Boisson agrumes,1.65,20348331002_EA,Five Alive,2019-06-28 22:32
Boisson aux fruits Mangue et Citron,1.65,20348331003_EA,Five Alive,2019-06-28 22:32
Jus passion pêches,1.65,20348331001_EA,Five Alive,2019-06-28 22:32
Limonade,1.78,20782771_EA,sans nom,2019-06-28 22:32
Baies framboise piquant,1.78,21169959_EA,Fruité,2019-06-28 22:32
Boisson, limonade,1.78,21169953_EA,Fruité,2019-06-28 22:32
Boisson, m�lange p�che et melon,1.78,21169946_EA,Fruité,2019-06-28 22:32
Limonade rose,1.78,20860007_EA,sans nom,2019-06-28 22:32
Thé glacé,1.78,20860677_EA,sans nom,2019-06-28 22:32
Limonade,1.88,21189897_EA,Orange Maison,2019-06-28 22:32
Boisson à l’orange,1.88,21189898_EA,Orange Maison,2019-06-28 22:32
Boisson aux raisins,1.88,21189901_EA,Orange Maison,2019-06-28 22:32
Jus à 100 % fruits du verger,2.28,20179094002_EA,Oasis,2019-06-28 22:32
100 % Jus, pur déjeuner pomme,2.28,20179094004_EA,Oasis,2019-06-28 22:32
